Filename,Predictions
ISIC_0028858.jpg,bcc
ISIC_0029888.jpg,nv
ISIC_0032481.jpg,bkl
SPECB_ISIC_0032154.jpg,akiec
ROT_ISIC_0024546.jpg,mel
ISIC_0024592.jpg,bkl
ROT_ISIC_0026090.jpg,bcc
ISIC_0031637.jpg,nv
ISIC_0033743.jpg,nv
ISIC_0031929.jpg,akiec
ISIC_0028941.jpg,akiec
ROT_ISIC_0034011.jpg,bkl
ISIC_0026273.jpg,bkl
ROT_ISIC_0027053.jpg,bkl
ROT_ISIC_0030501.jpg,mel
ROT_ISIC_0034064.jpg,mel
ISIC_0027658.jpg,nv
ISIC_0029798.jpg,nv
ISIC_0025194.jpg,nv
ISIC_0027295.jpg,bkl
ROT_ISIC_0028386.jpg,bkl
ISIC_0031642.jpg,mel
SPECB_ISIC_0026349.jpg,vasc
SPECB_ISIC_0026652.jpg,mel
SPEC_ISIC_0027042.jpg,bkl
ISIC_0031890.jpg,bkl
ISIC_0032006.jpg,bkl
ROT_ISIC_0032185.jpg,bcc
SPECB_ISIC_0027790.jpg,vasc
ISIC_0026336.jpg,vasc
ISIC_0025163.jpg,nv
SPECB_ISIC_0024702.jpg,mel
ISIC_0032864.jpg,mel
SPECB_ISIC_0033952.jpg,bkl
ISIC_0031206.jpg,nv
ROT_ISIC_0031824.jpg,bcc
ISIC_0028534.jpg,nv
ISIC_0024783.jpg,nv
ISIC_0033171.jpg,nv
ISIC_0025002.jpg,nv
ISIC_0027539.jpg,nv
SPEC_ISIC_0032382.jpg,bkl
ISIC_0030040.jpg,nv
ISIC_0028591.jpg,mel
ISIC_0028293.jpg,bcc
ROT_ISIC_0029522.jpg,bkl
ISIC_0025881.jpg,nv
SPECB_ISIC_0028146.jpg,vasc
ISIC_0027743.jpg,nv
ISIC_0024565.jpg,nv
ISIC_0025000.jpg,nv
SPECB_ISIC_0027525.jpg,bcc
ISIC_0030455.jpg,nv
SPEC_ISIC_0034103.jpg,bcc
SPEC_ISIC_0030849.jpg,bkl
ROT_ISIC_0028155.jpg,bcc
SPECB_ISIC_0033725.jpg,mel
ROT_ISIC_0029281.jpg,mel
ISIC_0026055.jpg,nv
ISIC_0032447.jpg,mel
SPECB_ISIC_0031499.jpg,mel
ISIC_0028490.jpg,bkl
ISIC_0027188.jpg,df
ISIC_0030721.jpg,bkl
ISIC_0025639.jpg,nv
ISIC_0032326.jpg,nv
ROT_ISIC_0025504.jpg,df
ROT_ISIC_0032199.jpg,akiec
ISIC_0031310.jpg,mel
ISIC_0033192.jpg,mel
ISIC_0024644.jpg,bkl
ISIC_0031369.jpg,mel
ISIC_0031554.jpg,mel
ROT_ISIC_0028120.jpg,bkl
SPECB_ISIC_0025617.jpg,bcc
ISIC_0030818.jpg,mel
ROT_ISIC_0028294.jpg,bkl
ROT_ISIC_0033773.jpg,mel
ISIC_0026574.jpg,bcc
SPEC_ISIC_0029559.jpg,bkl
ISIC_0032989.jpg,nv
ISIC_0027433.jpg,bcc
ISIC_0028518.jpg,nv
ISIC_0032430.jpg,mel
ISIC_0029722.jpg,nv
SPECB_ISIC_0030203.jpg,bkl
ISIC_0031814.jpg,nv
ISIC_0025484.jpg,bkl
ISIC_0029405.jpg,nv
ISIC_0026955.jpg,bkl
ISIC_0029467.jpg,nv
SPECB_ISIC_0029260.jpg,bkl
ROT_ISIC_0026783.jpg,bkl
ISIC_0030209.jpg,nv
ISIC_0029785.jpg,nv
ISIC_0026876.jpg,vasc
ISIC_0028519.jpg,mel
SPECB_ISIC_0029974.jpg,bcc
ISIC_0028843.jpg,nv
SPECB_ISIC_0029857.jpg,bcc
SPECB_ISIC_0034160.jpg,bcc
ISIC_0024682.jpg,mel
SPECB_ISIC_0026068.jpg,vasc
SPEC_ISIC_0025083.jpg,bkl
SPEC_ISIC_0028343.jpg,bkl
ISIC_0028723.jpg,nv
ROT_ISIC_0030929.jpg,mel
ISIC_0028561.jpg,nv
SPECB_ISIC_0027229.jpg,bcc
ISIC_0029232.jpg,bkl
ISIC_0030772.jpg,nv
ISIC_0027082.jpg,nv
SPEC_ISIC_0030283.jpg,vasc
ROT_ISIC_0032536.jpg,bcc
ISIC_0025294.jpg,nv
ROT_ISIC_0024853.jpg,akiec
SPECB_ISIC_0025777.jpg,bkl
ISIC_0026937.jpg,nv
ROT_ISIC_0031286.jpg,akiec
ISIC_0030566.jpg,nv
SPECB_ISIC_0032626.jpg,mel
ROT_ISIC_0032396.jpg,mel
SPECB_ISIC_0029897.jpg,bkl
ROT_ISIC_0032775.jpg,vasc
SPECB_ISIC_0028079.jpg,bcc
ISIC_0031678.jpg,bkl
SPEC_ISIC_0026947.jpg,bkl
ISIC_0031074.jpg,nv
SPECB_ISIC_0026409.jpg,bkl
ISIC_0027927.jpg,nv
ROT_ISIC_0026623.jpg,bkl
ISIC_0027468.jpg,mel
SPEC_ISIC_0024839.jpg,bkl
SPECB_ISIC_0026018.jpg,bkl
SPEC_ISIC_0030533.jpg,bkl
ROT_ISIC_0028148.jpg,mel
ISIC_0033705.jpg,akiec
ISIC_0027457.jpg,nv
ISIC_0025203.jpg,nv
ISIC_0030749.jpg,nv
ISIC_0031494.jpg,mel
ROT_ISIC_0025594.jpg,df
ISIC_0028791.jpg,nv
ISIC_0031942.jpg,mel
ISIC_0032455.jpg,akiec
SPECB_ISIC_0030767.jpg,bcc
SPECB_ISIC_0024867.jpg,vasc
SPEC_ISIC_0027774.jpg,bcc
ROT_ISIC_0025266.jpg,bcc
ROT_ISIC_0031799.jpg,df
SPECB_ISIC_0029201.jpg,bcc
ROT_ISIC_0027100.jpg,mel
SPECB_ISIC_0026531.jpg,mel
ROT_ISIC_0032854.jpg,akiec
ROT_ISIC_0031527.jpg,bcc
ROT_ISIC_0025513.jpg,bcc
SPECB_ISIC_0033893.jpg,mel
ISIC_0031662.jpg,nv
SPECB_ISIC_0033670.jpg,mel
ROT_ISIC_0032694.jpg,bkl
ISIC_0032657.jpg,nv
SPEC_ISIC_0029549.jpg,akiec
ISIC_0027087.jpg,nv
ISIC_0033022.jpg,bkl
ROT_ISIC_0032660.jpg,bcc
ROT_ISIC_0031550.jpg,mel
ISIC_0029854.jpg,nv
ROT_ISIC_0024409.jpg,bkl
ROT_ISIC_0029927.jpg,bkl
SPEC_ISIC_0030830.jpg,df
ROT_ISIC_0031929.jpg,akiec
ISIC_0031374.jpg,mel
ROT_ISIC_0029731.jpg,bkl
ISIC_0026475.jpg,mel
ISIC_0029960.jpg,nv
ROT_ISIC_0031376.jpg,bkl
ROT_ISIC_0033578.jpg,mel
SPEC_ISIC_0026607.jpg,nv
SPEC_ISIC_0030487.jpg,akiec
ROT_ISIC_0034252.jpg,bkl
ISIC_0030547.jpg,nv
ISIC_0026425.jpg,nv
ROT_ISIC_0027188.jpg,df
ISIC_0027922.jpg,nv
ISIC_0031921.jpg,nv
SPECB_ISIC_0026827.jpg,bkl
SPECB_ISIC_0027060.jpg,mel
ISIC_0032701.jpg,nv
ROT_ISIC_0026178.jpg,akiec
ISIC_0025548.jpg,nv
SPECB_ISIC_0032687.jpg,mel
SPEC_ISIC_0024468.jpg,akiec
ISIC_0024410.jpg,mel
SPEC_ISIC_0026905.jpg,akiec
ISIC_0033924.jpg,bkl
ROT_ISIC_0031335.jpg,akiec
ISIC_0029861.jpg,nv
SPECB_ISIC_0032929.jpg,bkl
ROT_ISIC_0027337.jpg,bcc
ISIC_0029284.jpg,nv
ISIC_0029466.jpg,bcc
ISIC_0029694.jpg,nv
ISIC_0032687.jpg,nv
ROT_ISIC_0028236.jpg,bkl
ISIC_0029869.jpg,nv
SPEC_ISIC_0032513.jpg,bkl
ISIC_0027598.jpg,df
ROT_ISIC_0032642.jpg,bkl
SPEC_ISIC_0028511.jpg,bkl
ISIC_0026884.jpg,nv
SPEC_ISIC_0027343.jpg,akiec
ISIC_0032700.jpg,nv
SPECB_ISIC_0027559.jpg,bkl
SPECB_ISIC_0034255.jpg,bcc
ISIC_0028393.jpg,akiec
ROT_ISIC_0025663.jpg,mel
ISIC_0033446.jpg,bkl
ISIC_0028045.jpg,nv
ROT_ISIC_0025471.jpg,akiec
ROT_ISIC_0025394.jpg,mel
SPECB_ISIC_0033975.jpg,mel
ISIC_0029450.jpg,nv
ISIC_0026833.jpg,nv
ISIC_0029661.jpg,nv
SPECB_ISIC_0026586.jpg,mel
ISIC_0029468.jpg,nv
ISIC_0031148.jpg,nv
ROT_ISIC_0030935.jpg,bkl
SPECB_ISIC_0031041.jpg,bcc
SPEC_ISIC_0034113.jpg,bkl
SPEC_ISIC_0033855.jpg,bkl
SPECB_ISIC_0030552.jpg,mel
ISIC_0032900.jpg,nv
ISIC_0027331.jpg,nv
ISIC_0029371.jpg,akiec
ROT_ISIC_0029747.jpg,bcc
ISIC_0026226.jpg,bcc
ISIC_0025467.jpg,bcc
ISIC_0027617.jpg,nv
SPECB_ISIC_0030080.jpg,mel
ROT_ISIC_0029967.jpg,df
ISIC_0027039.jpg,nv
ROT_ISIC_0033152.jpg,mel
ISIC_0026585.jpg,nv
ISIC_0027972.jpg,nv
ROT_ISIC_0030722.jpg,vasc
ROT_ISIC_0032017.jpg,mel
ISIC_0029042.jpg,nv
ISIC_0029135.jpg,bkl
SPECB_ISIC_0027529.jpg,akiec
ISIC_0031550.jpg,mel
ROT_ISIC_0029962.jpg,df
ISIC_0026108.jpg,nv
ROT_ISIC_0032941.jpg,df
ISIC_0025766.jpg,mel
SPECB_ISIC_0026940.jpg,bcc
SPEC_ISIC_0026248.jpg,bkl
ISIC_0032188.jpg,nv
ISIC_0029294.jpg,nv
ISIC_0032865.jpg,nv
SPECB_ISIC_0026656.jpg,bcc
ISIC_0029224.jpg,nv
ISIC_0027830.jpg,nv
ISIC_0033685.jpg,bkl
ROT_ISIC_0026247.jpg,bkl
ROT_ISIC_0033429.jpg,mel
SPECB_ISIC_0030272.jpg,bkl
SPECB_ISIC_0025718.jpg,bcc
ISIC_0024800.jpg,akiec
ISIC_0029896.jpg,nv
ROT_ISIC_0025791.jpg,mel
SPEC_ISIC_0025467.jpg,bcc
ISIC_0031011.jpg,nv
ISIC_0025960.jpg,akiec
ISIC_0030213.jpg,nv
ISIC_0032573.jpg,nv
ISIC_0027260.jpg,mel
ISIC_0029866.jpg,nv
ISIC_0026789.jpg,df
ISIC_0031701.jpg,nv
ISIC_0024464.jpg,nv
SPEC_ISIC_0028347.jpg,bkl
SPEC_ISIC_0033494.jpg,akiec
ISIC_0025382.jpg,nv
ISIC_0028678.jpg,nv
SPECB_ISIC_0029213.jpg,bkl
ISIC_0029354.jpg,nv
SPECB_ISIC_0031197.jpg,vasc
ROT_ISIC_0025330.jpg,bkl
ROT_ISIC_0031017.jpg,bkl
ROT_ISIC_0032722.jpg,mel
SPEC_ISIC_0030565.jpg,bkl
ISIC_0028612.jpg,nv
ROT_ISIC_0026352.jpg,mel
ROT_ISIC_0033480.jpg,bkl
ISIC_0026607.jpg,bkl
ISIC_0030141.jpg,nv
ISIC_0025486.jpg,nv
ROT_ISIC_0033092.jpg,vasc
ISIC_0032385.jpg,bkl
SPEC_ISIC_0032777.jpg,bcc
SPECB_ISIC_0032922.jpg,mel
ISIC_0033710.jpg,mel
ROT_ISIC_0027117.jpg,vasc
ISIC_0026753.jpg,nv
SPEC_ISIC_0027388.jpg,akiec
ROT_ISIC_0034173.jpg,mel
ROT_ISIC_0030549.jpg,bcc
ISIC_0025444.jpg,nv
SPEC_ISIC_0026171.jpg,akiec
ISIC_0024415.jpg,nv
SPECB_ISIC_0032308.jpg,mel
SPECB_ISIC_0032778.jpg,bkl
ISIC_0024928.jpg,nv
SPECB_ISIC_0025524.jpg,mel
ISIC_0026112.jpg,nv
ISIC_0025242.jpg,nv
ISIC_0024998.jpg,nv
SPEC_ISIC_0029288.jpg,bkl
ISIC_0034266.jpg,nv
SPEC_ISIC_0030245.jpg,akiec
ISIC_0029769.jpg,nv
ROT_ISIC_0031783.jpg,bkl
SPEC_ISIC_0032741.jpg,bcc
ISIC_0030412.jpg,nv
SPEC_ISIC_0031062.jpg,bcc
ISIC_0028752.jpg,nv
ISIC_0028321.jpg,nv
ISIC_0030585.jpg,nv
SPEC_ISIC_0030986.jpg,akiec
SPEC_ISIC_0030698.jpg,bkl
ISIC_0028405.jpg,nv
ROT_ISIC_0025879.jpg,bkl
ISIC_0033598.jpg,mel
ISIC_0028813.jpg,nv
ISIC_0025811.jpg,akiec
ROT_ISIC_0029582.jpg,akiec
ISIC_0030780.jpg,nv
ISIC_0033271.jpg,bcc
SPEC_ISIC_0024431.jpg,bcc
SPEC_ISIC_0030323.jpg,bkl
ISIC_0027025.jpg,bkl
ISIC_0026868.jpg,akiec
SPECB_ISIC_0033488.jpg,bkl
ROT_ISIC_0034028.jpg,mel
ISIC_0030699.jpg,nv
ROT_ISIC_0033619.jpg,mel
SPECB_ISIC_0031584.jpg,bkl
ISIC_0028920.jpg,bkl
ISIC_0027784.jpg,nv
SPECB_ISIC_0025611.jpg,mel
ISIC_0034109.jpg,nv
ISIC_0031395.jpg,mel
ISIC_0030135.jpg,nv
ISIC_0025616.jpg,mel
ISIC_0026297.jpg,mel
SPEC_ISIC_0031309.jpg,df
ISIC_0029101.jpg,bkl
ROT_ISIC_0034126.jpg,bkl
SPECB_ISIC_0029352.jpg,bcc
ISIC_0029584.jpg,nv
SPECB_ISIC_0029705.jpg,mel
ISIC_0029658.jpg,nv
ISIC_0028569.jpg,nv
ISIC_0024324.jpg,bkl
SPEC_ISIC_0026958.jpg,bkl
ISIC_0030821.jpg,akiec
SPECB_ISIC_0033320.jpg,mel
ISIC_0033728.jpg,mel
SPECB_ISIC_0027719.jpg,akiec
ISIC_0033688.jpg,nv
ROT_ISIC_0031108.jpg,akiec
SPECB_ISIC_0027745.jpg,df
ISIC_0029833.jpg,nv
SPEC_ISIC_0031692.jpg,akiec
ISIC_0031261.jpg,bkl
SPECB_ISIC_0027982.jpg,bkl
ROT_ISIC_0026892.jpg,mel
ROT_ISIC_0033180.jpg,mel
ISIC_0031243.jpg,vasc
ISIC_0025942.jpg,mel
ISIC_0028837.jpg,nv
SPECB_ISIC_0029034.jpg,bcc
ISIC_0027513.jpg,bkl
ISIC_0028665.jpg,bkl
ISIC_0027072.jpg,nv
ISIC_0026287.jpg,nv
SPEC_ISIC_0027991.jpg,bkl
ISIC_0028570.jpg,bcc
ISIC_0024707.jpg,akiec
ROT_ISIC_0028106.jpg,bcc
ISIC_0027707.jpg,nv
ROT_ISIC_0033317.jpg,mel
SPECB_ISIC_0030452.jpg,bcc
ISIC_0032971.jpg,nv
ROT_ISIC_0024554.jpg,mel
ISIC_0029852.jpg,nv
SPECB_ISIC_0031037.jpg,bkl
ROT_ISIC_0030283.jpg,vasc
SPEC_ISIC_0030528.jpg,bcc
ISIC_0025874.jpg,mel
ISIC_0033731.jpg,nv
SPEC_ISIC_0025937.jpg,bkl
ISIC_0031940.jpg,akiec
ISIC_0028764.jpg,mel
ROT_ISIC_0025603.jpg,mel
ISIC_0031433.jpg,nv
ROT_ISIC_0031943.jpg,bcc
ISIC_0028343.jpg,bkl
ISIC_0031658.jpg,nv
ISIC_0031305.jpg,nv
SPECB_ISIC_0027966.jpg,bcc
ROT_ISIC_0031023.jpg,mel
ISIC_0028883.jpg,nv
ISIC_0030824.jpg,mel
ISIC_0029818.jpg,nv
SPECB_ISIC_0032927.jpg,mel
ISIC_0031785.jpg,nv
ISIC_0027569.jpg,nv
ISIC_0031570.jpg,akiec
ISIC_0029598.jpg,akiec
ROT_ISIC_0029778.jpg,bkl
ISIC_0029601.jpg,nv
SPEC_ISIC_0026456.jpg,vasc
ISIC_0030674.jpg,bkl
ROT_ISIC_0028059.jpg,bcc
SPECB_ISIC_0028969.jpg,mel
ISIC_0030444.jpg,nv
ROT_ISIC_0026205.jpg,bkl
ISIC_0029569.jpg,nv
SPECB_ISIC_0024562.jpg,akiec
SPECB_ISIC_0027517.jpg,mel
ROT_ISIC_0034132.jpg,mel
ISIC_0029264.jpg,nv
ISIC_0026147.jpg,nv
ROT_ISIC_0033226.jpg,mel
ISIC_0031123.jpg,df
ISIC_0032598.jpg,mel
ISIC_0027713.jpg,bkl
ISIC_0031983.jpg,nv
ROT_ISIC_0033560.jpg,mel
SPECB_ISIC_0032890.jpg,vasc
ISIC_0032507.jpg,nv
SPEC_ISIC_0027771.jpg,mel
ROT_ISIC_0033660.jpg,bkl
SPECB_ISIC_0031350.jpg,mel
ISIC_0026195.jpg,nv
ISIC_0028378.jpg,mel
ROT_ISIC_0034103.jpg,bkl
ROT_ISIC_0026068.jpg,vasc
SPEC_ISIC_0031620.jpg,bkl
ISIC_0028572.jpg,nv
ROT_ISIC_0028123.jpg,bkl
ROT_ISIC_0033931.jpg,mel
SPECB_ISIC_0028670.jpg,bcc
SPECB_ISIC_0031651.jpg,bcc
SPEC_ISIC_0031691.jpg,bkl
ISIC_0026679.jpg,bkl
ROT_ISIC_0029632.jpg,mel
ISIC_0026547.jpg,nv
SPEC_ISIC_0026417.jpg,df
ISIC_0024680.jpg,mel
ISIC_0029984.jpg,nv
ISIC_0030117.jpg,nv
ISIC_0024955.jpg,nv
SPECB_ISIC_0032468.jpg,df
ROT_ISIC_0027506.jpg,akiec
ISIC_0029246.jpg,nv
ISIC_0024361.jpg,nv
ROT_ISIC_0032098.jpg,nv
SPECB_ISIC_0031630.jpg,bkl
ISIC_0028419.jpg,bcc
ISIC_0027532.jpg,nv
ISIC_0033501.jpg,nv
ROT_ISIC_0026693.jpg,vasc
SPEC_ISIC_0024436.jpg,bcc
ROT_ISIC_0033780.jpg,df
ISIC_0027477.jpg,nv
ISIC_0025611.jpg,mel
ISIC_0029410.jpg,nv
ISIC_0024632.jpg,bcc
ROT_ISIC_0031918.jpg,akiec
SPEC_ISIC_0025630.jpg,bcc
ISIC_0033801.jpg,mel
ISIC_0030317.jpg,nv
SPECB_ISIC_0024572.jpg,bcc
ROT_ISIC_0031464.jpg,bkl
ISIC_0026733.jpg,nv
ISIC_0028290.jpg,nv
ISIC_0030763.jpg,nv
SPEC_ISIC_0033000.jpg,akiec
SPECB_ISIC_0029574.jpg,mel
SPECB_ISIC_0033199.jpg,bkl
ISIC_0034148.jpg,nv
SPECB_ISIC_0027989.jpg,bkl
SPECB_ISIC_0024537.jpg,mel
ISIC_0032335.jpg,bkl
ISIC_0033048.jpg,nv
SPECB_ISIC_0027797.jpg,mel
SPECB_ISIC_0025578.jpg,vasc
ROT_ISIC_0030824.jpg,mel
SPECB_ISIC_0033609.jpg,bcc
ISIC_0026020.jpg,nv
ISIC_0032734.jpg,nv
ISIC_0032252.jpg,nv
SPEC_ISIC_0026769.jpg,bcc
SPECB_ISIC_0026352.jpg,mel
SPECB_ISIC_0032070.jpg,mel
ISIC_0024537.jpg,mel
ISIC_0024460.jpg,nv
ISIC_0031498.jpg,mel
ISIC_0025831.jpg,akiec
ROT_ISIC_0027737.jpg,bkl
ISIC_0029337.jpg,bcc
ISIC_0027365.jpg,bcc
ISIC_0024766.jpg,nv
ISIC_0033074.jpg,mel
SPECB_ISIC_0029585.jpg,bkl
ISIC_0033007.jpg,mel
ROT_ISIC_0026229.jpg,mel
SPECB_ISIC_0030150.jpg,mel
ISIC_0026437.jpg,akiec
ROT_ISIC_0032417.jpg,bkl
SPEC_ISIC_0024973.jpg,df
SPECB_ISIC_0029177.jpg,df
SPECB_ISIC_0028388.jpg,bkl
ISIC_0029378.jpg,nv
SPECB_ISIC_0033884.jpg,bkl
ISIC_0024938.jpg,nv
ISIC_0030899.jpg,nv
SPECB_ISIC_0033913.jpg,bkl
ISIC_0030872.jpg,nv
ROT_ISIC_0027678.jpg,akiec
SPECB_ISIC_0034313.jpg,mel
ROT_ISIC_0025337.jpg,bkl
SPECB_ISIC_0026113.jpg,nv
SPEC_ISIC_0033784.jpg,bkl
ROT_ISIC_0032718.jpg,mel
ROT_ISIC_0025577.jpg,akiec
ISIC_0030349.jpg,bcc
SPECB_ISIC_0029166.jpg,bkl
ROT_ISIC_0033779.jpg,nv
ROT_ISIC_0024772.jpg,bkl
ISIC_0025204.jpg,nv
ISIC_0031556.jpg,bkl
ISIC_0034101.jpg,mel
ISIC_0031657.jpg,nv
ISIC_0033668.jpg,mel
ISIC_0027954.jpg,nv
ISIC_0025578.jpg,vasc
ROT_ISIC_0034243.jpg,mel
ISIC_0027496.jpg,nv
SPEC_ISIC_0030803.jpg,akiec
ISIC_0028978.jpg,bcc
ROT_ISIC_0026760.jpg,bcc
SPEC_ISIC_0031243.jpg,vasc
ISIC_0034320.jpg,nv
SPECB_ISIC_0028543.jpg,mel
ROT_ISIC_0030687.jpg,bcc
SPECB_ISIC_0027920.jpg,bcc
ISIC_0030590.jpg,nv
ROT_ISIC_0028773.jpg,mel
ROT_ISIC_0032888.jpg,mel
ROT_ISIC_0033284.jpg,bkl
ROT_ISIC_0027436.jpg,mel
ISIC_0028654.jpg,nv
SPEC_ISIC_0025509.jpg,bcc
ROT_ISIC_0030988.jpg,bcc
ISIC_0026694.jpg,mel
ISIC_0031990.jpg,nv
ROT_ISIC_0029548.jpg,bkl
ISIC_0028597.jpg,nv
SPECB_ISIC_0025826.jpg,nv
ISIC_0026124.jpg,mel
ISIC_0026515.jpg,nv
ISIC_0033873.jpg,nv
SPECB_ISIC_0033424.jpg,mel
ISIC_0032199.jpg,akiec
SPECB_ISIC_0029434.jpg,mel
ISIC_0034048.jpg,mel
ROT_ISIC_0033324.jpg,mel
ISIC_0032692.jpg,vasc
ISIC_0028239.jpg,nv
ISIC_0033179.jpg,nv
ROT_ISIC_0028565.jpg,mel
SPECB_ISIC_0025413.jpg,mel
ROT_ISIC_0031808.jpg,bkl
SPECB_ISIC_0032660.jpg,bcc
SPEC_ISIC_0026301.jpg,mel
SPECB_ISIC_0026916.jpg,mel
ROT_ISIC_0033612.jpg,mel
ROT_ISIC_0027190.jpg,mel
ISIC_0027431.jpg,nv
ISIC_0032226.jpg,nv
ISIC_0031296.jpg,nv
ISIC_0029560.jpg,nv
SPEC_ISIC_0032890.jpg,vasc
ISIC_0025827.jpg,nv
ROT_ISIC_0029991.jpg,bkl
ROT_ISIC_0031381.jpg,akiec
ISIC_0029977.jpg,nv
ISIC_0030476.jpg,nv
SPEC_ISIC_0025957.jpg,akiec
ROT_ISIC_0026192.jpg,bcc
ISIC_0029203.jpg,mel
ROT_ISIC_0030080.jpg,mel
SPEC_ISIC_0032365.jpg,bkl
ROT_ISIC_0029880.jpg,bkl
ROT_ISIC_0026634.jpg,bkl
SPECB_ISIC_0026650.jpg,akiec
ISIC_0030262.jpg,nv
SPECB_ISIC_0029840.jpg,akiec
SPECB_ISIC_0033807.jpg,mel
SPECB_ISIC_0029885.jpg,mel
ROT_ISIC_0029933.jpg,mel
SPECB_ISIC_0025781.jpg,bkl
ISIC_0033958.jpg,nv
ROT_ISIC_0025642.jpg,mel
SPECB_ISIC_0032476.jpg,mel
ISIC_0032474.jpg,nv
SPEC_ISIC_0030372.jpg,bcc
ROT_ISIC_0026574.jpg,bcc
